807	938
179	477
959	3
414	100
59	178
32	678
615	891
921	761
80	426
716	35
119	409
680	893
856	345
387	451
256	356
211	320
978	9
310	873
884	988
331	105
766	670
394	801
79	421
798	331
505	852
806	524
256	473
729	602
168	290
664	949
262	159
768	458
292	684
771	592
327	44
851	140
603	196
370	327
942	241
218	664
251	613
815	599
480	735
152	498
699	460
674	915
211	875
840	586
836	300
72	439
473	715
869	810
15	196
717	339
86	246
222	621
224	4
176	473
432	827
600	829
721	972
172	533
336	549
880	396
755	380
987	439
652	832
774	607
376	517
291	41
61	934
372	455
518	111
859	323
674	572
719	215
182	795
43	169
975	544
576	71
204	708
274	720
977	972
280	571
439	863
468	177
958	264
398	389
336	553
252	150
445	750
934	176
148	651
803	31
939	447
773	427
987	305
773	148
775	425
362	797
455	208
376	181
112	47
968	343
394	426
470	301
281	196
167	92
221	277
921	470
901	221
291	826
111	149
940	387
396	741
10	946
178	124
20	893
555	537
83	856
350	299
579	740
538	693
362	543
956	647
130	316
402	507
829	864
233	407
922	203
516	475
492	491
318	713
269	968
232	791
352	35
865	718
713	900
573	745
406	12
691	116
489	388
943	497
550	901
96	746
418	709
629	54
483	444
61	880
87	635
19	35
101	21
697	244
88	499
706	249
927	753
749	259
125	491
464	799
946	93
523	505
203	638
476	468
867	260
323	167
814	702
708	416
501	400
233	799
390	400
444	532
617	628
66	495
89	97
810	642
120	375
669	479
524	525
487	104
932	520
111	675
895	326
862	375
127	970
327	650
888	530
97	387
325	25
198	321
909	76
182	444
655	112
485	185
269	532
927	185
777	426
11	825
25	922
817	428
100	294
344	765
745	760
189	9
427	964
563	265
517	39
821	216
23	185
845	150
356	459
866	76
386	755
278	334
116	161
651	819
325	990
945	677
867	215
715	680
861	978
434	62
637	666
223	172
984	104
452	107
563	27
139	561
488	162
103	260
153	332
291	891
423	346
501	979
365	62
576	102
832	909
765	417
361	363
682	431
440	865
688	90
792	664
58	935
601	187
63	861
132	5
187	766
756	184
62	682
737	701
200	340
849	25
941	453
651	981
264	412
59	179
149	197
841	794
117	17
826	686
442	609
630	810
785	521
323	463
961	44
596	642
897	874
151	372
146	237
538	832
419	829
479	303
283	266
85	790
991	230
9	864
410	405
472	248
373	423
745	900
362	720
593	996
979	552
136	560
542	915
4	446
546	41
2	736
529	379
863	732
840	813
797	245
14	218
915	176
734	57
753	483
95	825
849	75
257	828
885	44
294	389
779	741
993	925
477	93
134	778
373	862
436	521
83	526
114	662
709	238
310	924
352	213
263	359
316	884
869	933
214	390
932	309
396	24
197	478
420	412
165	83
644	780
569	784
528	754
538	708
311	812
370	404
476	950
227	103
690	621
882	712
62	98
395	10
798	956
522	454
540	607
427	428
670	971
376	109
535	626
378	801
404	217
412	413
913	882
608	212
497	541
984	379
581	360
994	804
380	270
917	577
909	368
374	790
111	581
288	150
524	109
17	624
872	679
746	645
751	967
944	955
807	259
573	754
740	909
293	637
980	766
723	670
356	189
164	416
242	503
904	740
793	112
860	731
255	806
840	34
616	656
899	648
852	421
962	372
319	688
288	129
699	619
221	594
380	984
988	502
63	775
206	898
392	408
681	805
92	164
143	586
635	508
475	895
448	479
827	356
208	224
568	690
191	446
276	229
865	370
441	219
53	988
688	33
968	524
74	835
